Test Result DB
         c        Lc         t
   2.88572   8.86838  17.39077
   8.03428   6.97402  12.07804
   0.88832   1.35570   7.59189
   8.06520   2.04866  13.52483
   9.14036   8.47359  12.45046
   0.00000   3.93408   5.06359
   6.04544   5.96539  18.07505
   4.29045   8.28431  12.75965
   2.77389   7.22368   1.48137
   8.90345   4.05871   6.04865
   1.98636   7.98050   9.28267
   0.00000   5.36154  14.90649
   8.14475   5.97122  19.68610
   9.00516   6.01237  18.85056
   3.02776   2.09439   6.52003
   2.91091   8.05877  19.83505
   9.08704   4.97793  10.15355
   0.00000   4.54216  20.07106
   7.95678   5.92680  11.04539
   1.05286   1.99462   4.46586
   6.91324   4.00805   4.72819
   0.93741   7.02932   7.95698
   1.37930   3.14753   3.91794
   0.95559   1.11108  10.09475
   4.91585   8.62906  11.44953
   0.00000   4.73940  11.06833
   8.97057   3.98850  14.09639
   2.84710   8.88003  16.85406
   1.06407   2.70284  18.95545
   0.92380   1.34876  16.97577
   1.99884   8.96078  15.82340
   1.96493   5.05610   9.75590
   4.01540   3.93829   8.58583
   2.25196   8.06654  14.60631
   8.91856   6.04723  18.68256
   0.00000   4.48239  11.94059
   3.01545   2.02674  18.06431
   0.00000   4.55147  20.04009
   5.74117   6.11144   4.55958
   4.95439   4.00781   7.03286
   2.93269   1.23153  10.15353
   6.11494   3.02205  14.44588
   3.88165   5.15352   9.52279
   3.79617   6.01562   2.78335
   1.02424   8.87096  16.37117
   3.87023   4.04838  14.74811
   1.92129   5.01195  18.18537
   6.04924   3.95172  17.17253
   4.01754   7.88977   6.97851
   7.53476   6.89356   4.64210
   3.08311   2.82483   5.46742
   5.96104   4.99003  14.75712
   2.13997   6.94515   9.66405
   2.94739   4.06556  15.03689
   5.74642   7.84262  17.24699
   4.12116   7.97685  12.68503
   0.00000   5.53030   1.79893
   7.99312   3.00280  15.75231
   0.00000   4.32173  18.01017
   0.00000   4.90646   4.55307
   9.01089   4.96546  15.56483
   2.91740   1.88696   9.31624
   2.98224   4.06541  16.22054
   8.79875   5.94798   4.75950
   2.76852   7.06100  17.79435
   0.00000   4.79986  10.93749
   0.00000   4.56515  20.00612
   0.00000   4.57019  19.10526
   2.08726   0.98560  12.82309
   4.07191   6.72485  11.59837
   7.11230   6.96899  19.48804
   4.97858   6.92523   8.95978
   5.20368   7.03907   6.64427
   3.90790   1.07335  16.21057
   0.00000   4.83132  10.86954
   2.94467   6.06306  17.38001
   1.02447   2.81407  12.11244
   0.00000   5.03600   9.89617
   0.98743   4.84020   9.01496
   5.08502   7.61957  11.58425
   0.00000   4.52905  12.09215
   8.94975   4.01361  14.08677
   3.00087   8.84146  17.97030
   2.08265   3.91282  13.79517
   0.00000   4.20865   7.02319
   8.05144   4.97256   3.63619
   3.97964   6.02591  13.89545
   0.00000   5.18972   2.10558
   2.95535   3.89910  14.47774
   8.96202   5.01084   8.03405
   3.91380   7.10725   9.91701
   8.99706   3.98334  14.23906
   0.94549   1.54656  20.09465
   3.93137   2.16872  10.36900
   3.99342   8.30585  14.60344
   4.08496   4.93631  17.89110
   1.94886   4.11025  17.89350
   8.11794   1.92335  17.43767
   0.95721   5.21554  18.00150
   1.99487   7.09045   8.11199
   8.94973   9.04752  12.94230
   6.19072   5.84892  14.98446
   4.05004   8.10637  18.09788
   3.93775   1.04455  12.55930
   0.00000   4.56026  18.97894
   1.97220   4.13105   9.99929
   0.95302   3.19352  10.36098
   6.03380   5.88883   8.92725
   8.00824   5.89528  10.76059
   2.03985   7.03154  17.03600
   8.77329   6.03602   4.93650
   5.88731   5.01396   5.84332
   2.02516   8.90611  19.97569
   8.93665   5.04821  15.37217
   0.00000   5.01765  10.00282
   1.98582   7.03112  17.99491
   0.00000   4.72759   9.02252
   4.96098   6.94611   8.95342
   4.47857   8.51081   9.99647
   5.99637   6.02117  13.97490
   1.09545   1.02139  16.71415
   9.08860   4.96206   3.78256
   3.87486   1.13281  13.23527
   1.01955   3.09494  10.45361
   1.07244   1.02308  17.00334
   5.08994   8.88288  17.30245
   2.88079   4.83257   3.50038
   0.00000   4.76732  11.03618
   5.16759   3.01048   5.14503
   4.01097   9.03828  19.03016
   8.89543   8.01349  16.02074
   0.00000   4.48568  11.94098
   3.40383   8.40078   9.93833
   4.97193   6.06192  13.47831
   0.00000   5.02666   9.97627
   4.86988   5.95106  14.94769
   5.97405   2.96292   8.49688
   0.00000   4.58376  20.00284
   7.01668   3.99754  19.93306
   6.09305   3.99562  10.75874
   2.99402   2.95744   6.01286
   8.98502   2.98090  13.78031
   2.62264   8.52273  13.28802
   3.01425   6.02392  14.94374
   4.99541   5.00795   9.12557
   6.00925   8.86310  17.54536
   1.01840   1.16878  15.97669
   8.24473   6.71275   3.42462
   2.91741   4.14412   7.21361
   0.99848   1.81259  12.92919
   0.99379   1.77848   3.47338
   0.00000   4.84202  12.84346
   5.23102   7.25118   4.90371
   0.00000   5.03260   9.94226
   3.19867   7.70603   4.79934
   2.70396   8.58392   9.25545
   3.88076   7.04903   9.16265
   0.00000   5.32826  14.88231
   9.02252   5.98527  18.87202
   7.79590   3.99524  19.11528
   0.00000   4.11819   5.17233
   0.00000   4.00203   5.15994
   4.04850   3.95902   4.35425
   1.97222   8.12838  11.37625
   3.09912   5.85839  10.84737
   0.00000   4.65904   8.76371
   0.00000   4.19298   6.99832
   7.10973   4.94835  15.88623
   1.94928   4.01603  11.16988
   4.11622   3.87204   8.57210
   7.94480   4.89270  16.42664
   2.91903   4.06504  15.10059
   3.04072   1.98840  18.18910
   8.98822   3.99854  14.12059
   4.88758   7.85299   5.11050
   6.42719   6.93831   2.58535
   6.00111   3.98099   5.77576
   0.00000   4.49943  12.07353
   2.61244   8.48894  10.78011
   1.92850   1.32124   6.20732
   2.35148   7.62420   4.69408
   5.00521   5.93391   2.71404
   0.00000   4.84243  15.92057
   2.76030   8.57702  10.11478
   2.97791   3.00715  13.02510
   8.06061   3.85517  20.09133
   2.81284   4.01669   7.71495
   3.02450   2.01660   6.59869
   1.98245   8.97621  17.00200
   6.00038   3.89658   7.74954
   4.98636   4.06405   8.91656
   9.02532   6.09956   8.01789
   6.04794   3.00527   8.12792
   9.07092   5.96196  15.50737
   5.03715   6.94580   5.77004
   4.96429   5.01272  16.93359
   0.98256   1.10541  17.12234
   0.00000   4.13081   5.18164
   4.11817   8.90628  19.36899
   5.75058   7.06021   1.49989
   2.97387   8.97679  16.03874
   8.01820   3.99131  14.03057
   2.07897   3.66805   8.58382
   9.10673   3.92091  20.33481
   2.02232   4.51248   2.14029
   1.01743   3.97719  11.83589
   2.06059   7.85636  19.32771
   0.00000   3.88853   5.09408
   0.00000   4.82344  13.14168
   2.19928   0.96036  13.58905
   5.05732   8.01589  19.06152
   4.93892   5.01505   7.83691
   2.90710   3.98150  14.73927
   5.08942   2.02947  18.69597
   7.98426   5.99332  14.91969
   4.06729   8.92229  19.07791
   0.00000   4.76093  11.06376
   5.05232   6.93826  19.77454
   4.94148   5.92346  16.90663
   0.00000   3.95225   4.79860
   2.02357   4.97934  19.53894
   8.96554   5.00441   7.16616
   2.09241   4.21461   7.96860
   7.95509   5.94973   5.15705
   4.85465   7.76924  10.43280
   3.10783   3.81964   7.90547
   0.00000   4.71343   8.98133
   8.17917   2.16133  12.58716
   0.00000   4.83235  10.84635
   2.87960   7.06314   4.53936
   3.11103   7.97373  19.99645
   3.03242   3.34975  11.39661
   3.99295   4.94017  18.82709
   4.11521   1.97746  17.57360
   2.11832   7.80369  19.47538
   6.91551   5.96847  16.02232
   1.00427   3.53832   7.06362
   0.00000   4.57336  20.03478
   0.99539   6.15604  19.14117
   6.06675   4.97551  11.93090
   2.94257   4.01289  17.18221
   0.97328   8.71780  12.40462
   9.09195   3.03497  11.23355
   5.97000   5.95575  19.72531
   2.96684   4.78439  17.02225
   1.98403   4.92957  12.06768
   5.97422   5.99688  19.71441
   5.08393   1.92206   8.75767
   1.51276   7.89295  14.13714
   1.97310   6.95366  18.95660
   5.99563   6.07258  10.86098
   0.87554   1.19553  19.04858
   0.00000   4.92600   4.36675
   0.97523   7.22117   7.49325
   4.28764   8.56113   4.24163
   0.00000   4.99015  10.06182
   2.95183   6.09455  17.29032
   2.85676   4.20326   8.16624
   3.26689   0.74038  18.83528
   0.00000   4.78668  10.97983
   1.96496   8.04026  16.02346
   8.96869   5.97060  10.99513
   2.05531   7.82431  11.21453
   8.20690   3.94526  14.70051
   5.92433   1.69099  13.54406
   9.04126   4.93538  13.83780
   2.96899   8.87116  18.16009
   6.84500   8.16592  12.01783
   1.94058   9.07130  11.78182
   0.00000   5.40844  14.99135
   4.07035   3.93604   8.64558
   1.11255   4.87244  18.20170
   0.00000   5.50334   1.82363
   8.00635   6.01595  14.99437
   1.17575   6.13299   2.24556
   6.97812   5.96578  10.21846
   5.92348   3.95670  10.27418
   0.00000   3.95904   5.00021
   0.00000   5.42868  15.07094
   3.97505   6.02883  10.98164
   0.00000   4.50974  11.94307
   1.07945   6.24418   6.20771
   8.11625   4.98392  13.76016
   0.00000   3.90427   5.55393
   3.89207   4.04423  14.88273
   1.96012   0.83237  19.56550
   3.03204   2.00266   9.92352
   1.04403   5.08470  19.92403
   2.99547   6.12116  11.86613
   2.87833   3.07140  14.09056
   1.94250   4.18372  10.04013
   8.96508   4.96612  15.70444
   1.03110   3.86815   2.26674
   4.69923   7.94958   7.20030
   7.93352   5.01248   5.11108
   1.99198   5.99134  18.28524
   8.04371   4.99484  12.82902
   5.06242   5.96727   3.72813
   2.98765   3.01041  14.07921
   7.99366   4.02139  17.00736
   4.95276   8.13058  10.12781
   0.96072   4.09486   7.04461
   3.04625   8.90644  17.99934
   1.06296   8.78081  20.12395
   3.04481   2.89953  15.13711
   4.93381   2.99329  11.91428
   3.00078   5.96621  14.95090
   5.97758   8.01328  19.56210
   8.98962   5.98203   6.12370
   8.80518   5.99216   4.89115
   2.04248   2.97813  17.03033
   4.17592   2.08157  16.98129
   3.97102   2.03534   8.79565
   4.05865   4.00576  16.24942
   1.08024   7.97999   7.42350
   5.98504   5.95177   5.22044
   3.14570   2.86293   5.34980
   3.96881   7.19910  10.15491
   2.95727   3.97866  15.13743
   8.85328   5.97220   5.14818
   7.09926   6.79827   4.21492
   8.98428   6.01357  12.80659
   1.97806   6.06380  19.83308
   0.00000   4.21988   5.73986
   1.89849   7.17844   4.43653
   4.01825   4.16792   9.98485
   4.99204   7.12020   3.57126
   7.55635   6.96260   4.92455
   8.87881   5.95829   4.94622
   0.93321   4.13781  12.90309
   8.14636   2.94494   9.82336
   6.00680   4.96767   9.74549
   1.38999   7.91719   6.99103
   6.88418   6.96914  17.81899
   5.88455   6.16238  12.91639
   4.82828   2.95242  18.55004
   7.92162   4.95625  16.87327
   0.00000   5.01352   9.93589
   8.83895   6.07893   5.19759
   1.03750   3.20343  10.57391
   6.92055   2.96126   9.08393
   6.00155   4.96329  13.77761
   0.00000   4.58042  19.99211
   1.01616   5.01655  14.88647
   5.08605   2.01974   7.01584
   0.00000   4.25613   6.98371
   1.07704   8.53379  20.18637
   5.95535   3.91695  10.21827
   3.51588   9.11968  10.15676
   1.01274   8.90172  19.11856
   8.11870   3.94943   5.90212
   1.13522   3.96749  13.96896
   8.94348   8.58677  12.09697
   4.03890   6.87757   3.80940
   3.03554   3.24944  11.62547
   0.00000   5.42028  15.04853
   5.88310   5.99879  14.05520
   6.92637   5.95637  16.18798
   4.04400   1.10367  15.95628
   3.02368   4.22393   7.27441
   5.06556   5.96158   5.04693
   6.87612   6.98944   6.95907
   6.57165   9.10831  18.35844
   0.99960   4.97872  12.04796
   7.78862   3.97710  16.80131
   4.95430   5.97359   7.69692
   3.02074   3.00714  19.93578
   8.98916   6.06158  18.91829
   0.12178   5.55199   1.38994
   0.97797   3.19953   5.05750
   1.03843   2.33710   6.36138
   3.91346   6.04982  13.67479
   8.93354   4.98331   7.18434
   0.89053   7.73171   4.81156
   5.03070   1.90382  12.56374
   2.00047   1.99730  12.88056
   0.97380   2.15819  13.88628
   3.97141   6.03283  13.06145
   1.96738   6.08727  11.76877
   0.00000   4.80765  10.93382
   5.82195   5.04248   2.00006
   4.97048   6.02773  12.17203
   2.46697   7.92600   2.80386
   3.91830   6.05229  12.01861
   0.00000   4.71826   8.92056
   5.19140   9.02259   9.80914
   2.62578   9.14377   9.95268
   0.00000   5.00243  10.04476
   4.99169   6.98533  12.13345
   0.00000   5.01813   9.90581
   8.98465   5.97721  17.46304
   2.04873   6.80920  14.68806
   5.04380   6.89937  14.70513
   7.93630   4.95701  12.83497
   2.17269   7.93173  14.84107
   9.05711   3.98396  10.96290
   6.87852   4.06178  10.98321
   1.09233   6.01158  18.14029
   2.23739   0.71016  11.62119
   0.00000   4.78685  10.97966
   2.97017   3.97811  15.18342
   4.20434   2.02694  17.53833
   2.83394   2.15546  10.89728
   0.00000   4.91012   4.03008
   2.90503   6.06406  17.06238
   7.99943   2.98321  18.05198
   3.72362   8.56771  12.78622
   4.91253   5.92186   5.77997
   5.00276   7.81920  15.49870
   4.25759   1.67765  19.73584
   4.30209   8.33866  13.23130
   3.12779   7.85916  15.24992
   1.01900   4.04364  11.74092
   2.81559   9.00631  15.89285
   6.92217   3.05871   5.93480
   2.01863   7.97180  15.99069
   3.09289   1.00513  17.45311
   5.08651   4.88299   3.15119
   1.97868   7.02728  11.87431
   7.23042   7.92141  16.51924
   0.96368   6.02822   9.12047
   4.42284   8.87553  10.44567
   1.01946   6.85051   5.76230
   0.00000   4.70631   8.98293
   8.89148   4.00668  19.07984
   8.02382   6.04692   6.15069
   8.04263   4.94515  18.85929
   2.90513   6.00386  17.69667
   2.04578   6.00709  13.83552
   3.33197   7.82435   2.84555
   8.89975   5.87314   5.03736
   3.83356   8.98084  18.93840
   6.89722   4.05974   4.89287
   9.06380   8.05594  11.17187
   7.98502   4.11026   7.34388
   5.08760   4.29922   1.81850
   0.00000   5.03833   9.97732
   2.00911   3.06600  13.09310
   4.95132   5.96804   9.45634
   1.08135   8.02215   7.52287
   3.07270   7.56317  16.97750
   2.00225   4.11577  13.81552
   2.02135   5.00266  14.12892
   0.99459   7.83581  19.08872
   4.07489   4.06281  19.09442
   3.85152   6.14375  11.24637
   3.10283   7.11036  15.67336
   5.45048   1.96793   9.43734
   3.11778   8.96655   9.87446
   0.00000   4.75313  16.04481
   0.00000   5.00601  10.00207
   1.07455   7.74026   4.28238
   2.01032   4.04314  13.80656
   8.98815   5.01741  17.07423
   4.03946   8.15055  18.05085
   2.81863   6.03724  17.58412
   2.97959   3.15543   8.17350
   4.92178   6.06741  13.30441
   6.84022   6.06870  17.91461
   1.00718   5.90212  18.10024
   4.83878   6.91680   8.84489
   2.93088   4.08608   4.96285
   1.03437   4.47334   7.07315
   2.04867   3.06058  12.85810
   2.98868   1.97906   5.99387
   8.97502   3.98799  14.01882
   0.00000   5.01417   9.96055
   1.02565   5.06015  18.92176
   0.00000   4.70988   9.03985
   2.89597   8.87361  17.85351
   4.99055   5.67304   5.29479
   0.00000   4.75951  11.06510
   1.09176   5.96926  17.87346
   7.85098   4.01131  16.89132
   6.00762   4.99869   6.72474
   2.07858   8.91210  19.65830
   6.16451   4.98978  15.82390
   0.00000   4.55992  11.99115
   5.32109   8.65856  11.57252
   5.06522   7.02086   7.93745
   3.08351   7.80811  10.66309
   3.85672   3.96415  12.16560
   0.00000   4.17690   6.97469
   0.00000   5.01233   9.91377
   1.11986   8.69362  12.95730
   8.96117   4.97507  10.75064
   2.56746   8.68187  12.84309
   1.05144   5.15116   9.91812
   2.98542   2.41238   7.89035
   7.07410   6.93874  19.39272
   0.00000   4.17044   7.95564
   3.08912   3.76226  14.66883
   0.94492   4.08823  19.88839
   6.05291   5.92240   8.80155
   0.00000   4.58647  12.12262
   5.76361   5.14900   2.38269
   2.00728   1.97951  14.09547
   9.10983   4.98168  10.08466
   2.93879   9.06440  15.94941
   0.00000   4.47144  11.98165
   2.00226   3.99967  10.97582
   4.90229   6.07311  13.21962
   1.57881   7.76277  14.27541
   2.89243   9.24903  16.87102
   2.96728   0.93333   9.75966
   2.23452   8.71354  14.04199
   0.95853   2.99518  12.88269
   0.00000   5.41937  15.02013
   1.93319   4.97114  14.14698
   2.98462   2.02695  16.93750
   5.99647   4.94622   3.98482
   1.01074   5.81598  12.02183
   8.90145   4.99791  14.97294
   5.98364   2.99892   9.17889
   0.00000   5.02875   9.99326
   5.90931   6.92082  13.53265
   1.67672   4.53320   2.48024
   9.01208   4.94769  20.00851
   3.94052   7.03810  14.14252
   4.11532   2.12007  14.03183
   2.90122   2.07564  10.83005
   0.00000   4.79032   9.13768
   4.03180   5.88747  13.78835
   1.98247   1.96741  12.16274
   8.06738   4.98977   3.89263
   2.89733   5.45534   2.33601
   5.98604   3.24689   6.90367
   0.00000   4.11397   5.17179
   4.88696   1.91921  12.86669
   1.25522   3.29366   5.33158
   0.00000   4.14054   8.07407
   2.12924   7.85468  19.34622
   0.95884   1.21350  16.96310
   6.03551   3.01897   6.85074
   1.94565   4.22202   9.84030
   0.00000   4.76550  11.00058
   4.05529   4.16678   9.80337
   2.96363   3.00814  14.69188
   1.63155   7.48128   4.39611
   9.04969   2.87195  13.58807
   4.95284   5.07112   3.96342
   0.96931   8.06670  10.98702
   3.00056   3.95036  18.19099
   1.92115   3.03415  10.79595
   0.00000   5.35867  14.91389
   8.11924   6.02440   5.18746
   0.00000   5.41852  15.03065
   3.99490   0.97957  16.30699
   4.97809   7.05288  11.14197
   9.18161   8.04759   7.52048
   1.89268   9.04030  14.75287
   5.13223   3.00821  15.02394
   4.28002   8.93110   7.99122
   3.98654   6.92984  14.61136
   4.97193   2.96456  15.13940
   7.03238   8.44897  11.85071
   5.02457   8.91498  17.00264
   4.96051   3.01154   9.24675
   4.04263   4.99119  18.76544
   4.91969   5.06581   8.71535
   3.92576   8.02539  17.99096
   4.47132   7.49940   4.58876
   1.96527   3.13930  14.09115
   5.86633   7.98462  13.01789
   0.00000   4.48047  11.88721
   0.98101   1.99318   9.94358
   2.12428   6.88067   9.85175
   3.89049   6.87116   7.18287
   7.01109   7.13685   3.99800
   6.95894   5.08712   6.85737
   0.00000   4.76281  11.04369
   1.87929   7.06963  17.76532
   7.07672   5.95169   6.05172
   4.98026   1.09649  13.99951
   0.00000   4.82788  12.91921
   4.00612   1.98939   6.71839
   1.09520   1.98722  12.00299
   1.86549   4.76944   2.08896
   3.57466   8.61019   9.16365
   8.97765   6.02679  15.65327
   1.02733   1.00629  15.04662
   3.99499   5.02360   8.01098
   0.00000   4.77437  15.96156
   2.93421   1.80193   9.33060
   2.04452   3.08870  14.22181
   5.93235   6.95181  13.84797
   4.98358   7.03123   9.15841
   7.92174   1.94858  15.61256
   4.89904   6.00863   9.62637
   7.05299   5.98617   5.84304
   6.01474   4.88376   9.71470
   3.02764   3.04471  15.86296
   8.94325   1.94775  16.92786
   1.89985   3.91039  15.47384
   1.02113   4.80080  12.05518
   3.03909   4.04831  11.97942
   3.09786   2.88973   5.47884
   2.14032   1.92974  17.58825
   0.00000   4.32843  17.96361
   6.01663   4.91639   2.75308
   4.27399   8.18657  14.72259
   4.02447   3.09378  18.34057
   4.94576   3.08050  15.12357
   6.24937   3.12750  19.88103
   0.00000   5.41695  15.02512
   6.93441   3.95603  19.06688
   2.90736   4.86469  17.00281
   0.00000   4.55804  19.09862
   2.03861   3.99541  13.87137
   6.04666   8.94121  12.27777
   5.94974   3.96662  12.92868
   8.96339   4.94912  14.09134
   6.91775   4.03404  13.20920
   6.00052   1.99224  11.89587
   4.01604   5.94637  11.69139
   4.93118   8.81569   8.84513
   3.09186   8.28392  11.86793
   1.96075   6.99940   9.81651
   5.04508   2.01892  20.11242
   1.99988   3.14810   4.92359
   0.00000   4.91012   4.03008
   2.95073   0.95192   9.93905
   7.97347   2.96565  15.07504
   7.03801   2.00606  17.61167
   0.84700   1.79313  19.78411
   8.10568   1.87932  18.67089
   0.00000   3.89386   4.97888
   3.01379   2.95898  11.70823
   7.10089   1.92487  17.38553
   2.93696   7.93967   6.25671
   0.80037   2.86635   7.92817
   0.00000   5.32826  14.88231
   2.92351   4.90921  17.08543
   3.66756   0.83232  18.36497
   9.05322   2.97985  13.84777
   1.05466   3.78785   5.87252
   6.00957   2.97661  10.45973
   5.44431   7.42648   2.99915
   4.99035   3.90379  18.59404
   0.00000   4.16407   7.93620
   2.97363   8.02359  19.83351
   4.90893   7.39890   5.42104
   1.03485   1.39570   3.78334
   2.96346   6.01820  17.00681
   3.85377   6.84976   8.51841
   3.07055   2.72611   5.58251
   1.04898   5.20888  19.96588
   0.83847   5.85789   4.55195
   0.91910   4.95407   3.87122
   0.99921   7.44264   6.86359
   6.89687   3.05659  12.53797
   8.96277   3.97503  11.38382
   6.85373   7.04031   3.22213
   4.19382   8.84900  19.43818
   0.00000   4.47561  11.90953
   6.04737   5.92189   8.73350
   8.28419   2.91347   9.85466
   5.07358   5.94073   5.76538
   8.94770   5.00639  15.43079
   0.00000   4.58279  18.97873
   6.86461   4.03507  10.92673
   7.01975   4.98831  15.54744
   1.01833   4.98423  18.11274
   7.91849   6.03606  15.21997
   1.03026   3.09315  12.08818
   8.00323   0.97738  10.68608
   4.03685   5.98116   5.31490
   3.09998   2.79479   5.56774
   4.20471   1.12777  16.29205
   2.93061   2.99451  14.87379
   0.00000   5.03702  10.00485
   0.00000   4.81989  12.96892
   2.00867   2.07674  14.82298
   5.02625   4.01906   2.96848
   1.08013   3.57957   6.00121
   2.75570   8.99991  10.01890
   0.00000   4.47953  11.97713
   6.02928   4.98066   9.98762
   1.98040   5.94387  16.04400
   0.00000   4.68317  13.94646
   6.92905   5.90404  15.02848
   0.00000   4.17230   8.01138
   0.49472   2.28652   3.20724
   0.00000   4.15297   8.02217
   8.76920   7.04166   6.05679
   0.96845   7.12776   7.96038
   1.70354   9.38542   8.38622
   5.08754   7.81273   4.26654
   1.92519   3.99692  18.06491
   2.91462   6.91481   4.24956
   7.16236   8.97043  18.13265
   2.62245   9.13815   9.84597
   8.81713   1.99697  17.76469
   6.89236   4.00540   4.67010
   5.45237   7.31918   4.82923
   6.96051   5.00539   9.26069
   0.00000   5.02817   9.97556
   1.10696   1.74037  14.09402
   2.05568   6.95087  14.25075
   3.85776   7.12016  13.74025
   1.01120   3.42465   6.59706
   2.96108   4.04204  14.10209
   1.09128   2.69891   2.34202
   7.10467   8.04766  12.80797
   0.00000   3.83239   4.99513
   5.96255   5.05506   2.87878
   9.02255   5.02305  10.94321
   2.98368   4.03916   4.99749
   8.95271   3.70050  15.02063
   3.06504   2.78431   5.31955
   2.11207   7.90400  19.27695
   0.00000   5.00977  10.00262
   2.99732   8.00097  19.87182
   8.30692   5.95065   3.00890
   3.99538   6.00584  17.98843
   6.72217   7.59875  12.35323
   0.95499   4.23560   2.89977
   2.05195   1.91027  12.76342
   3.93165   4.05647  14.86811
   8.19140   5.02849   6.06504
   2.19623   9.15917   9.32567
   2.97964   5.96002  17.77403
   9.01487   3.87114   5.86253
   0.93002   5.39327   5.43012
   8.39126   6.25614   2.72862
   1.00315   6.46641  19.28751
   6.17287   5.95310   5.88536
   5.68328   0.93700   9.43223
   3.76371   7.13655  19.34789
   3.91024   0.99760  13.06140
   2.92859   1.43053  10.46609
   3.95978   8.94196  19.13637
   5.46918   6.73236   4.76524
   1.01025   5.30060   5.91190
   2.04702   8.95396  19.77552
   6.96373   7.03043  19.95808
   3.02252   1.97999  12.77580
   4.88613   6.05287  12.17602
   5.15040   2.13896  18.41669
   1.99717   2.99436  14.10355
   4.01442   2.78515  12.33152
   4.97796   5.87215   2.76802
   7.79745   6.94097   4.75796
   4.17404   5.03350   2.23683
   1.00553   8.81028  17.77106
   7.98025   5.99294   8.90592
   8.13374   2.02772  15.33599
   9.19097   2.99817  10.72468
   0.98564   7.89925  15.10263
   3.00188   9.00535  18.03646
   0.99353   4.63751   8.96687
   3.07019   2.87996   5.48470
   9.07394   3.98789  11.01737
   2.87566   5.16829  16.79108
   1.99371   3.00891  17.28140
   8.86434   6.15874   5.18317
   0.00000   5.41695  15.02512
   0.00000   4.54326  18.94780
   8.09267   5.98410  15.62997
   3.94624   3.94070  16.77989
   0.98246   5.18389   5.39256
   7.96145   2.95335  14.05395
   6.95789   4.02329   3.87823
   4.00048   2.02731   8.83777
   5.90865   4.00178  11.27885
   8.87997   3.05047   9.97092
   4.00003   1.04575  15.88871
   6.01582   3.95510  13.14052
   8.96466   5.93792   9.68797
   1.07762   3.03279  19.82574
   0.00000   4.81728  13.03755
   8.94858   6.02781  18.76820
   0.00000   4.55804  19.09862
   0.00000   5.40657  14.99611
   4.01360   6.82254  14.45962
   4.94448   6.90976   8.73379
   5.97112   6.02556  15.00835
   5.80810   9.06868  17.90132
   5.02475   2.95350  19.52337
   2.25423   5.92515  14.07838
   7.01564   7.89903  11.55338
   2.07342   6.99370   9.62065
   2.49076   9.04339  11.83590
   1.93682   8.91718  19.91653
   0.00000   3.97594   4.86742
   0.00000   4.16435   5.27262
   3.96109   7.96887  17.85466
   1.01331   5.03925  18.09594
   0.00000   4.68953  13.88666
   2.03483   4.05869  13.86600
   6.38655   7.33003   5.21894
   8.88509   4.97110  15.02666
   6.05669   1.95316  13.74646
   0.00000   4.77144  11.02252
   2.02408   2.99165  12.81067
   2.94117   3.84158  15.75802
   8.99658   4.97383   5.68512
   3.14614   5.79732   1.26161
   0.00000   5.42353  15.04957
   5.92232   6.05142  14.17694
   1.96111   5.74772  14.54518
   6.01077   4.98500  15.72113
   3.91343   6.80795  14.09049
   4.04034   1.05530  12.85051
   0.00000   4.83126  12.95425
   4.87389   5.99045   9.60668
   6.95984   2.09694  10.88153
   1.08438   1.96088   8.00540
   6.00889   4.92211   5.94889
   0.00000   5.39182  14.91196
   2.78017   9.02009  10.41110
   6.09027   3.98744  19.46105
   2.02470   4.21930  13.96400
   6.95269   4.92094  19.72997
   8.04569   3.99844   7.48008
   1.79181   8.10312   5.57452
   8.12339   6.02887   3.77724
   4.06392   3.96849   6.69765
   5.87945   3.00950  14.58381
   0.00000   3.98265   4.92079
   8.58280   1.62886  20.74460
   6.99311   5.99983  11.88667
   8.88476   5.84079   4.50944
   0.00000   5.02794   9.93028
   1.97682   6.03289  10.03238
   0.85027   4.31959  17.27230
   2.86508   5.36300   4.03538
   3.88137   4.89494  19.83850
   7.03189   1.95579  17.42430
   2.89113   9.06348  18.22552
   1.94184   5.08721  14.05137
   3.06583   0.49766  17.94158
   8.92329   2.93969  15.59274
   6.90595   4.98872  10.02679
   2.88893   3.92532  19.51579
   5.00338   4.95667  16.99589
   1.00053   7.92231   2.38154
   0.94677   4.11640  13.07055
   9.00519   7.09325  12.78897
   0.82593   8.10332   4.56911
   2.14009   8.73918   5.55150
   3.95826   6.02066  11.16807
   5.02380   5.79368   3.42488
   3.95826   4.94089  16.98362
   0.00000   5.40844  14.99135
   5.90978   7.46093   4.71343
   8.30973   6.68620   4.30697
   6.01505   5.95069  14.93210
   5.01289   5.86309   5.07630
   3.14382   7.83671  15.55455
   2.04139   4.00644  10.96132
   9.04777   3.98366  10.87858
   2.86272   8.43405  12.44045
   1.05197   3.80854  12.89610
   0.00000   4.51170  12.05903
   0.97174   2.24937   5.24972
   5.96267   4.00538   5.14522
   3.90306   1.92490   6.54093
   6.09123   6.95897  11.36234
   2.09538   5.71867  14.94091
   2.97944   4.11034   7.39312
   6.94194   5.98115  13.16909
   0.00000   4.82491  12.95511
   6.97412   1.99638  17.44793
   0.00000   4.77144  11.02252
   2.02370   6.88065   9.62389
   0.96902   4.10257  17.87900
   0.96086   8.08589  15.94057
   1.04395   6.90748   6.10649
   2.04311   6.95986  17.04821
   6.04642   6.70241  19.57613
   1.99083   8.91626  16.02069
   9.00993   4.93822  17.89845
   5.09633   5.94816   9.48328
